Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
04:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
04:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
04:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
04:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
05:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
05:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
05:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
05:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
06:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
06:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
06:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
06:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
07:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
07:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
07:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
07:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
08:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
08:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
08:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
08:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
09:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
09:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
09:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
09:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
10:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
10:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
10:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
10:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
11:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
11:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
11:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
11:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
12:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
12:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
12:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
12:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
13:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
13:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
13:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
13:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
14:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
14:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
14:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
14:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
15:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
15:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
15:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
15:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
16:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
16:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
16:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
16:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
17:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
17:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
17:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
17:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
18:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
18:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
18:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
18:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
19:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
19:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
19:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
19:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
20:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
20:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
20:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
20:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
21:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
21:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
21:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
21:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
22:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
22:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
22:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
22:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
23:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
23:15:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
23:30:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
23:45:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05
24:00:00,8.665776E-05,3.778387E-05,8.418836E-05,3.844106E-05,5.915187E-05,1.503122E-04,7.902189E-05

Time,CHILLED WATER LOOP:OA COOLING COIL 1:Design Water Volume Flow Rate [m3/s],CHILLED WATER LOOP:MAIN COOLING COIL 1:Design Water Volume Flow Rate [m3/s]
00:15:00,4.011013E-04,2.773416E-04
00:30:00,4.011013E-04,2.773416E-04
00:45:00,4.011013E-04,2.773416E-04
01:00:00,4.011013E-04,2.773416E-04
01:15:00,4.011013E-04,2.773416E-04
01:30:00,4.011013E-04,2.773416E-04
01:45:00,4.011013E-04,2.773416E-04
02:00:00,4.011013E-04,2.773416E-04
02:15:00,4.011013E-04,2.773416E-04
02:30:00,4.011013E-04,2.773416E-04
02:45:00,4.011013E-04,2.773416E-04
03:00:00,4.011013E-04,2.773416E-04
03:15:00,4.011013E-04,2.773416E-04
03:30:00,4.011013E-04,2.773416E-04
03:45:00,4.011013E-04,2.773416E-04
04:00:00,4.011013E-04,2.773416E-04
04:15:00,4.011013E-04,2.773416E-04
04:30:00,4.011013E-04,2.773416E-04
04:45:00,4.011013E-04,2.773416E-04
05:00:00,4.011013E-04,2.773416E-04
05:15:00,4.011013E-04,2.773416E-04
05:30:00,4.011013E-04,2.773416E-04
05:45:00,4.011013E-04,2.773416E-04
06:00:00,4.011013E-04,2.773416E-04
06:15:00,4.011013E-04,2.773416E-04
06:30:00,4.011013E-04,2.773416E-04
06:45:00,4.011013E-04,2.773416E-04
07:00:00,4.011013E-04,2.773416E-04
07:15:00,4.194403E-04,2.900221E-04
07:30:00,4.534262E-04,3.135217E-04
07:45:00,4.817311E-04,3.330931E-04
08:00:00,5.047809E-04,3.490309E-04
08:15:00,5.700009E-04,3.941273E-04
08:30:00,6.334613E-04,4.380070E-04
08:45:00,6.959657E-04,4.812257E-04
09:00:00,7.571425E-04,5.235264E-04
09:15:00,8.415066E-04,5.818599E-04
09:30:00,9.436528E-04,6.524890E-04
09:45:00,1.033965E-03,7.149353E-04
10:00:00,1.137637E-03,7.866193E-04
10:15:00,1.166107E-03,8.063052E-04
10:30:00,1.190166E-03,8.229405E-04
10:45:00,1.210226E-03,8.368107E-04
11:00:00,1.227203E-03,8.485502E-04
11:15:00,1.220607E-03,8.439889E-04
11:30:00,1.209346E-03,8.362024E-04
11:45:00,1.194544E-03,8.259680E-04
12:00:00,1.176946E-03,8.137997E-04
12:15:00,1.137826E-03,7.867503E-04
12:30:00,1.096945E-03,7.584828E-04
12:45:00,1.055749E-03,7.299976E-04
13:00:00,1.015482E-03,7.021553E-04
13:15:00,1.052668E-03,7.278674E-04
13:30:00,1.096256E-03,7.580062E-04
13:45:00,1.144959E-03,7.916822E-04
14:00:00,1.197716E-03,8.281607E-04
14:15:00,1.224779E-03,8.468736E-04
14:30:00,1.253452E-03,8.666999E-04
